Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
Gorgona 2014,Italy,Toscana,Frescobaldi,4.3,30,213.4,2014
Chardonnay 2017,Italy,Sicilia,Stemmari,3.5,30,6.23,2017
Premium Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,3.9,30,10.95,2019
Beaune 1er Cru Grèves Blanc 2011,France,Beaune 1er Cru 'Les Grèves',Jean-Marc Morey,4.3,30,48.43,2011
Chablis 1er Cru 'Vaillons' 2015,France,Chablis 1er Cru 'Vaillons',La Chablisienne,3.6,30,23.9,2015
Côtes de Provence Blanc 2018,France,Côtes de Provence,Château de Pampelonne,3.6,30,14.4,2018
Clos Saint Landelin Riesling 2016,France,Alsace,René Muré,4.0,30,29.15,2016
Weisser Burgunder Tradition 2017,Germany,Pfalz,Philipp Kuhn,3.5,30,11.19,2017
Nuat 2015,Spain,Pla de Bages,Abadal,4.1,30,23.3,2015
Perfiles Calcareo Chardonnay 2016,Argentina,Mendoza,Trapiche,3.5,30,15.9,2016
Vom Gelben Fels Riesling Trocken 2018,Germany,Pfalz,Weingut Weegmüller,3.9,30,8.4,2018
Weissburgunder Löss Trocken 2018,Germany,Rheinhessen,Manz,3.6,30,7.95,2018
Gamlitzer Morillon 2017,Austria,Südsteiermark,Sattlerhof,3.6,30,15.89,2017
Albariño 2019,Spain,Rías Baixas,Pazo Señorans,4.1,30,11.95,2019
Niedermenniger Herrenberg Riesling Auslese 2010,Germany,Mosel,Markus Molitor,4.0,30,39.95,2010
Chardonnay 2018,New Zealand,Marlborough,Saint Clair,3.5,30,11.45,2018
Josef Spreitzer Riesling Trocken 2018,Germany,Rheingau,Spreitzer,3.5,30,8.9,2018
Illusion Eins (Blanc de Noir) 2019,Germany,Ahr,Meyer - Näkel,4.0,30,13.48,2019
Riesling Kabinett Trocken 2018,Germany,Rheinhessen,Manz,3.8,30,7.8,2018
Novel Pacherenc du Vic-Bilh Sec 2017,France,Pacherenc du Vic-Bilh Sec,Vignobles Marie Maria,3.8,30,13.25,2017
Gelber Orléans Trocken 2017,Germany,Pfalz,Knipser,4.0,30,17.0,2017
Weissburgunder 2019,Germany,Rheinhessen,Pfannebecker,3.8,30,9.12,2019
St. Stephan Réserve Chardonnay Trocken 2015,Germany,Pfalz,Weingut Metzger,3.7,30,19.01,2015
Chardonnay Bourgogne 2017,France,Bourgogne,Frédéric Magnien,3.5,30,15.5,2017
Wehlener Sonnenuhr Riesling Spätlese 2017,Germany,Mosel,Markus Molitor,4.0,30,19.45,2017
Estate Sauvignon Blanc 2019,Chile,Maipo Valley,Nuevo Mundo,3.7,30,11.7,2019
Doosberg Riesling Trocken 2017,Germany,Rheingau,Peter Jakob Kühn,4.1,30,49.0,2017
Languedoc Blanc 2017,France,Languedoc,Mortiès,3.6,30,16.9,2017
Chardonnay - Torrontés 2019,Argentina,Tupungato,Domaine Bousquet,3.5,30,7.2,2019
Saint-Aubin 1er Cru 'Les Charmois' 2015,France,Saint-Aubin 1er Cru 'Le Charmois',Domaine Sylvain Morey,4.2,30,64.0,2015
Meursault Blanc 2016,France,Meursault,Bouchard Père & Fils,3.9,30,48.09,2016
Aufwind Sauvignon Blanc 2019,Germany,Pfalz,Hensel,3.9,30,9.9,2019
Sancerre Blanc 2018,France,Sancerre,La Poussie,3.9,30,27.2,2018
Loiserberg Grüner Veltliner 2016,Austria,Kamptal,Loimer,3.9,30,16.11,2016
Trarbacher Schlossberg Riesling Kabinett 2018,Germany,Mosel,Weiser-Künstler,4.2,30,15.0,2018
Broquel Chardonnay 2017,Argentina,Mendoza,Trapiche,3.4,30,10.5,2017
Pinot Grigio 2017,Italy,delle Venezie,Villa Cavarena,3.4,30,9.99,2017
Wicker Nonnberg Riesling Trocken 2018,Germany,Rheingau,Joachim Flick,4.0,30,13.84,2018
Benefizio Riserva Pomino Bianco 2018,Italy,Pomino,Castello Pomino,3.9,30,26.18,2018
Meursault 2016,France,Meursault,Domaine Henri Delagrange et Fils,4.2,30,46.21,2016
Riesling Trocken 2019,Germany,Pfalz,Georg Mosbacher,3.6,30,10.1,2019
Haardt Weissburgunder 2017,Germany,German Wine,Müller-Catoir,3.8,30,12.58,2017
Riesling Kabinett Feinherb 2018,Germany,Rheingau,Schloss Vollrads,3.8,30,12.9,2018
Chardonnay 2018,Italy,delle Venezie,Casa Lunardi,3.5,30,5.95,2018
Quater Vitis Blanco 2018,Italy,Terre Siciliane,Firriato,4.1,30,13.89,2018
Sommeracher Katzenkopf Silvaner Trocken 2014,Germany,Franken,Winzer Sommerach,3.6,30,6.77,2014
Pouilly-Fuissé 2016,France,Pouilly-Fuissé,Les Héritiers du Comte Lafon,4.1,30,56.83,2016
Antu Chardonnay 2016,Chile,Itata Valley,MontGras,3.6,30,11.9,2016
Schlossberg Achkarren GG Grauburgunder 2017,Germany,Baden,Franz Keller,4.1,30,35.0,2017
Elgin Chardonnay 2018,South Africa,Elgin,Boschendal,4.3,30,32.99,2018
Blanc 2016,France,Côtes Catalanes,Domaine de l'Horizon,4.1,30,35.58,2016
Bianco 2018,Italy,Terre Siciliane,Monte Pietroso,3.7,30,3.79,2018
Château Les Vergnes Bordeaux White 2018,France,Bordeaux,Univitis,3.3,30,6.78,2018
Virtus Moscato 2016,Brazil,Serra Gaúcha,Monte Paschoal,2.8,30,6.77,2016
Riesling Eisquell 2019,Germany,Rheinhessen,Battenfeld Spanier,3.5,30,10.74,2019
Chante-Alouette Hermitage Blanc 1999,France,Hermitage,M. Chapoutier,3.4,30,55.95,1999
Viognier 2017,United States,California,Gnarly Head,3.6,31,12.59,2017
Gelber Muskateller 2017,Austria,Südsteiermark,Lackner Tinnacher,3.4,31,12.6,2017
Gaisböhl G.C 2017,Germany,Pfalz,Dr. Bürklin-Wolf,3.8,31,44.91,2017
Blanco 2015,Spain,Rioja,Bodegas Aradon,3.5,31,4.0,2015
Pouilly-Fuissé L'Ancien Prieuré 2015,France,Pouilly-Fuissé,Régnard,3.7,31,43.16,2015
Grecante Grechetto Colli Martani 2019,Italy,Colli Martani,Arnaldo-Caprai,3.8,31,12.6,2019
Wiltinger Riesling Trocken 2018,Germany,Wiltingen,Reichsgraf von Kesselstatt,4.0,31,12.67,2018
Châteauneuf-du-Pape (Tradition) Blanc 2018,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.1,31,49.9,2018
Pinot Blanc 2016,France,Alsace,Jean-Rémy Haeffelin,3.7,31,7.59,2016
Sancerre Blanc 2018,France,Sancerre,Alban Roblin,3.8,31,18.31,2018
Mont Mès Cuvée Bianco 2018,Italy,Vigneti delle Dolomiti,Castelfeder,3.6,31,7.5,2018
Bitácora Verdejo 2019,Spain,Rueda,Cuatro Rayas,3.9,31,4.28,2019
Zieregg Morillon 2017,Austria,Südsteiermark,Tement,4.1,31,48.06,2017
Riesling Feinherb 2018,Germany,Rheingau,Künstler,3.6,31,12.39,2018
Sanct Valentin Sauvignon 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.1,31,20.9,2019
Eins Zu Eins Sauvignon Blanc 2019,Germany,Pfalz,Weingut A. Diehl,4.1,31,7.09,2019
Weisser Burgunder vom Kalksteinfels 2018,Germany,Pfalz,Philipp Kuhn,3.8,31,13.13,2018
Pomino Bianco 2019,Italy,Pomino,Castello Pomino,3.5,31,9.61,2019
Cavalcade Blanc 2018,France,Côtes du Roussillon,Château de Corneilla,4.1,31,12.14,2018
Saarburger Rausch Auslese Riesling ** 2015,Germany,Mosel,Markus Molitor,4.2,31,44.95,2015
Scharzhofberger Riesling Spätlese 2011,Germany,Mosel,Bischöfliche Weingüter Trier,4.1,31,30.78,2011
Zöbing Riesling 2018,Austria,Kamptal,Hirsch,3.9,31,12.87,2018
Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.6,31,9.9,2018
Basilicata Greco - Fiano 2017,Italy,Basilicata,Brandano,3.9,31,8.77,2017
Cuvée Verdejo 2016,Spain,Rueda,Valdecuevas,4.2,31,18.7,2016
Estro Chardonnay 2018,Italy,Veneto,Astoria,3.7,31,9.99,2018
Vom Muschelkalk Appenheimer Riesling Trocken 2018,Germany,Rheinhessen,Hofmann,3.7,31,10.0,2018
Orbel Riesling 2017,Germany,Rheinhessen,St. Antony,3.8,31,18.9,2017
Meursault 1er Cru Les Genevrières 2017,France,Meursault Premier Cru,Domaine Henri Boillot,4.1,31,119.0,2017
Pinot Grigio 2019,Italy,delle Venezie,Cielo e Terra,3.6,31,4.82,2019
Derthona Timorasso Colli Tortonesi 2018,Italy,Colli Tortonesi,Vietti,3.8,31,25.9,2018
Weisser Burgunder Trocken 2015,Germany,Rheinhessen,Wittmann,3.7,31,11.11,2015
Chardonnay 2018,South Africa,McGregor,McGregor,3.5,31,5.55,2018
Riesling 2017,Germany,Mittelrhein,Weingut Toni Jost,3.5,31,8.4,2017
Campomaccione Vermentino Maremma Toscana 2019,Italy,Maremma Toscana,Rocca delle Macìe,4.0,31,8.4,2019
Grüner Veltliner Waldberg 2018,Austria,Weinviertel,Gmeinböck Poysdorf,3.6,31,8.75,2018
Tresolmos Lias Verdejo 2019,Spain,Rueda,Garciarevalo,4.0,31,8.84,2019
Seven Numbers Single Vineyard Furmint 2018,Slovenia,Podravje,Puklavec Family Wines,3.7,31,10.66,2018
Plansel Selecta Verdelho 2017,Portugal,Alentejano,Quinta da Plansel,3.8,31,8.9,2017
Camilla 2019,Italy,Lugana,Malavasi,4.2,31,11.4,2019
Felsenberg Riesling GG 2016,Germany,Nahe,Schäfer-Fröhlich,4.3,31,39.36,2016
Pinot Gris 2016,New Zealand,Marlborough,Leefield Station,3.4,31,13.9,2016
Les Genêts 2016,France,Provence,Château de Roquefort,3.7,31,14.9,2016
Op die Berg Chardonnay 2014,South Africa,Durbanville,De Grendel,4.1,31,26.69,2014
Mantele Sauvignon 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,31,16.47,2018
Pur Mineral Riesling 2017,Germany,Franken,Rudolf Fürst,3.8,31,14.0,2017
Friulano 2019,Italy,Colli Orientali del Friuli,Livio Felluga,3.9,31,18.9,2019
Château de la Chesnaie Sur Lie 2017,France,Muscadet-Sevre et Maine,Chéreau-Carré,3.8,31,8.24,2017
Maximin Herrenberg 1896 Riesling Alte Reben 2018,Germany,Mosel,Carl Loewen,4.1,31,22.23,2018
Weisser Burgunder Trocken 2018,Germany,Rheinhessen,Bischel,3.7,31,8.2,2018
Spiegel Sauvignon Blanc 2017,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.2,31,11.59,2017
Sauvignon Côtes de Gascogne 2019,France,Côtes de Gascogne,Domaine du Tariquet,3.7,32,5.9,2019
Blauschiefer Riesling 2018,Germany,Mosel,Markus Molitor,3.8,32,9.6,2018
Heideboden Pinot Blanc 2018,Austria,Burgenland,Anita Nittnaus Hans,3.5,32,8.89,2018
Summercourt Chardonnay 2019,South Africa,Stellenbosch,Delaire Graff,3.9,32,12.5,2019
Oppenheimer Sackträger Riesling 2017,Germany,Rheinhessen,Weingut Bürgermeister Carl Koch,4.1,32,10.23,2017
Chablis 2018,France,Chablis,Domaine Servin,3.6,32,16.5,2018
Quant Riesling 2019,Germany,Mosel,Carl Loewen,3.9,32,7.5,2019
Op Sy Moer 2018,South Africa,Stellenbosch,Neil Ellis,3.1,32,27.06,2018
Chardonnay 2017,United States,California,Hacienda,3.5,32,7.95,2017
Weissburgunder Trocken 2018,Germany,Pfalz,Lucashof,3.6,32,10.93,2018
Chardonnay 2019,Chile,Central Valley,Antares,3.0,32,5.34,2019
Sauvignon Touraine 2018,France,Touraine,Raphael Midoir,3.8,32,7.95,2018
Viognier 2018,Spain,Castilla y León,Prieto Pariente,3.7,32,21.99,2018
Rajnai Rizling 2017,Hungary,Villány,Heumann,4.1,32,11.95,2017
Chardonnay 2018,Italy,Venezia Giulia,Alturis,3.7,32,8.27,2018
Petit Chablis 2018,France,Petit Chablis,Gerard Tremblay,3.6,32,11.99,2018
Soave 2018,Italy,Soave,Montecelli,3.5,32,5.79,2018
Mineral Chardonnay 2016,Germany,Pfalz,Friedrich Becker,4.0,32,40.28,2016
Heideboden Weiss 2018,Austria,Burgenland,Hannes Reeh,3.6,32,9.72,2018
Caroline 2016,Italy,Trentino-Alto Adige,Pranzegg,3.9,32,29.15,2016
Hipping Riesling 2016,Germany,Rheinhessen,Kühling-Gillot,3.8,32,43.77,2016
Scharzhofberger Riesling Kabinett 2016,Germany,Mosel,Bischöfliche Weingüter Trier,3.8,32,11.18,2016
Riesling Trocken 2018,Germany,Rheinhessen,Groebe,3.6,32,9.7,2018
Blauschiefer Trocken 2018,Germany,Mosel,Carl Loewen,4.0,32,9.69,2018
Damaszener Sauvignon Blanc 2019,Germany,Franken,Stahl,3.9,32,11.0,2019
Sauvignon Blanc 2019,New Zealand,Marlborough,Curious Kiwi,3.8,32,10.95,2019
Rully 2016,France,Rully,Chanson,3.6,32,21.95,2016
Scharzhofberger Riesling Spätlese 2016,Germany,Wiltingen,Egon Müller - Scharzhof,4.4,32,134.53,2016
Escherndorfer Lump Silvaner 2018,Germany,Franken,Horst Sauer,3.9,32,16.0,2018
Splattered Toad Sauvignon Blanc 2018,South Africa,Coastal Region,Cape Point Vineyards,3.3,32,9.95,2018
Oktav Weissburgunder 2018,Germany,Baden,Heger,3.7,32,10.67,2018
Sauvignon Blanc 2016,Romania,Dealu Mare,Serafim,3.5,32,8.9,2016
Wehlener Sonnenuhr Alte Reben Riesling 2015,Germany,Mosel,Dr. Loosen,4.0,32,11.65,2015
Pioneer Block 1 Foundation Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,4.3,32,18.95,2019
Gris 2007,Italy,Friuli Isonzo,Lis Neris,3.9,32,48.43,2007
Esper Grüner Veltliner 2016,Austria,Niederösterreich,Matthias Warnung,3.5,32,18.43,2016
Bordeaux Blanc 2017,France,Bordeaux,Château Mont-Pérat,3.5,32,18.3,2017
Auf Der Mauer Riesling Trocken 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.9,32,19.44,2018
Charta Blanc 2016,Germany,Rheingau,Spreitzer,4.1,32,18.81,2016
Feldstück Chardonnay 2016,Austria,Niederösterreich,Matthias Warnung,3.8,32,19.4,2016
Chardonnay 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,32,14.73,2019
Riesling Villa Loosen 2018,Germany,Mosel,Dr. Loosen,3.9,32,6.95,2018
Biscondola 2018,Italy,Toscana,Poderi del Paradiso,3.9,32,13.3,2018
Chardonnay delle Venezie 2019,Italy,delle Venezie,Corte Giara,3.8,32,6.4,2019
Chardonnay 2014,United States,Anderson Valley,Domaine Anderson,3.7,32,58.51,2014
Alte Reben Grüner Veltliner 2018,Austria,Carnuntum,Markowitsch,3.9,32,12.9,2018
Castel Ringberg Sauvignon 2018,Italy,Südtirol - Alto Adige,Elena Walch,3.8,32,19.3,2018
Fuchslahn Gewürztraminer 2016,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.9,32,18.9,2016
Sancerre 2018,France,Sancerre,Monmousseau,4.1,32,19.5,2018
Pinot Gris 2016,New Zealand,Marlborough,Nautilus,3.4,32,18.97,2016
Vieilles Vignes Chassagne-Montrachet 2017,France,Chassagne-Montrachet,David Moret-Nomine,4.3,32,52.9,2017
Hermitage Blanc 2016,France,Hermitage,E. Guigal,4.0,32,52.01,2016
A Le Grand 2017,France,Bourgogne Aligoté,David Moret-Nomine,3.8,32,13.5,2017
Der kleine Bär Weiss 2019,Germany,Pfalz,Oliver Zeter,3.7,32,6.9,2019
Riesling Kabinett 2017,Germany,Nahe,Gut Hermannsberg,3.9,32,13.52,2017
Grüner Veltliner 2019,Austria,Niederösterreich,Weingut Bründlmayer,3.8,32,14.52,2019
Wehlener Klosterberg Pinot Blanc 2017,Germany,Mosel,Markus Molitor,3.8,33,27.5,2017
Zeltinger Sonnenuhr Riesling Spätlese 2018,Germany,Mosel,Markus Molitor,4.1,33,21.45,2018
Curiós Xarel-lo 2019,Spain,Penedès,Albet i Noya,3.5,33,8.95,2019
Ried Alte Setzen Erste Lage Grüner Veltliner 2018,Austria,Traisental,Markus Huber,3.8,33,13.15,2018
Meursault-Blagny Premier Cru Château de Blagny 2017,France,Meursault 1er Cru 'Blagny',Louis Latour,4.1,33,53.51,2017
Altos R Blanco 2017,Spain,Rioja,Altos de Rioja,3.3,33,7.11,2017
Dom Riesling Feinherb 2016,Germany,Mosel,Bischöfliche Weingüter Trier,3.6,33,9.13,2016
Recit Roero Arneis 2019,Italy,Roero,Monchiero Carbone,3.7,33,8.65,2019
Ribolla Gialla 2018,Italy,Friuli-Venezia Giulia,Luisa,3.6,33,17.09,2018
Luberon La Ciboise Blanc 2018,France,Luberon,M. Chapoutier,3.6,33,7.66,2018
Grauburgunder S 2018,Germany,Nahe,Dönnhoff,4.0,33,20.5,2018
Verdeo Verdejo 2019,Spain,Rueda,Torres,3.5,33,7.63,2019
Pinot Grigio 2019,Italy,delle Venezie,Casa Lunardi,3.7,33,5.45,2019
Riesling 2016,Germany,Johannisberg,Prinz von Hessen,4.0,33,27.5,2016
Nierstein Riesling 2018,Germany,Rheinhessen,Kühling-Gillot,4.1,33,27.26,2018
Domaine San de Guilhem Colombard - Sauvignon Blanc Gascogne Blanc Sec 2016,France,Gascogne,Lionel Osmin & Cie,3.5,33,5.31,2016
Memòries de Biniagual Blanc 2018,Spain,Binissalem-Mallorca,Biniagual,3.5,33,14.13,2018
Diel de Diel Weisses Cuvée Trocken 2018,Germany,Nahe,Diel,4.0,33,10.63,2018
Essence du Cap Sauvignon Blanc 2017,South Africa,Western Cape,Fleur du Cap,3.3,33,8.75,2017
Dorna Velha Branco 2017,Portugal,Douro,Quinta do Silval,3.8,33,8.77,2017
SL Riesling Kabinett 2017,Germany,Mosel,Schloss Lieser,3.8,33,11.5,2017
Fendant 2016,Switzerland,Valais,Délival,3.5,33,17.59,2016
Rausch GG 2018,Germany,Mosel,Forstmeister Geltz-Zilliken,4.0,33,41.1,2018
Wechselspiel 2018,Germany,Pfalz,Weingut Metzger,3.8,33,6.77,2018
Cirò Bianco 2019,Italy,Cirò,Tenuta Iuzzolini,3.8,33,6.7,2019
Viognier Principauté d'Orange 2019,France,Vin de Pays,Domaine de la Janasse,4.0,33,14.9,2019
Martin Nittnaus Elektra 2018,Austria,Burgenland,Anita Nittnaus Hans,3.7,33,18.06,2018
Karneid Kerner 2017,Italy,Südtirol - Alto Adige,Franz Gojer,3.8,33,13.9,2017
Lagar de Darei Private Selection Branco 2015,Portugal,Dão,Darei,3.9,33,11.7,2015
Ried Schütt Dürnsteiner Riesling Smaragd 2018,Austria,Wachau,Weingut Knoll,4.1,33,42.0,2018
Qvinterra Scheurebe Trocken 2018,Germany,Rheinhessen,Kühling-Gillot,3.9,33,10.7,2018
Himmelspfad Silvaner GG Retzstadter Langenberg 2015,Germany,Franken,Rudolf May,4.2,33,35.0,2015
Moscato 2019,United States,California,Gallo Family Vineyards,3.6,33,6.05,2019
Reserve Chardonnay 2015,United States,Los Carneros,Robert Mondavi,4.2,33,61.0,2015
Molino delle Balze Chardonnay 2018,Italy,Toscana,Rocca di Castagnoli,3.9,33,15.5,2018
Riesling Alsace Grand Cru 'Geisberg' 2013,France,Alsace Grand Cru 'Geisberg',Trimbach,4.3,33,71.39,2013
Verdejo Fermentado en Barrica 2018,Spain,Rueda,José Pariente,3.9,33,19.65,2018
Zeltinger Sonnenuhr Riesling Auslese*** 2018,Germany,Mosel,Markus Molitor,4.4,33,82.86,2018
Villa Mura Chardonnay 2018,Italy,Veneto,Sartori,3.3,33,4.57,2018
Riesling Trocken 2015,Germany,Pfalz,Schwedhelm Zellertal,3.7,33,9.37,2015
Chardonnay Réserve 2017,Germany,Rheinhessen,Knewitz,4.0,33,29.41,2017
Bâtard-Montrachet Grand Cru 2015,France,Bâtard-Montrachet Grand Cru,Domaine Henri Boillot,4.6,33,520.0,2015
Estate Gewürztraminer 2012,France,Alsace Grand Cru,Hugel,3.9,33,16.95,2012
1000-Eimerberg Smaragd Riesling 2018,Austria,Wachau,Gritsch Mauritiushof,4.3,33,28.24,2018
Pouilly-Fumé 2018,France,Pouilly-Fumé,Langlois-Chateau,3.8,33,19.9,2018
Sauvignon Blanc 2017,South Africa,Stellenbosch,Drostdy-Hof,3.4,33,6.4,2017
Splattered Toad Sauvignon Blanc 2019,South Africa,Coastal Region,Cape Point Vineyards,3.5,33,9.5,2019
Chardonnay Unwooded 2019,South Africa,Paarl,Glen Carlou,3.4,34,10.5,2019
Fiano Salento Acante 2019,Italy,Salento,Castello Monaci,3.8,34,8.89,2019
RS Weissburgunder 2017,Germany,Baden,Salwey,3.7,34,16.3,2017
"Weissburgunder Trocken ""Vom Kalk"" 2018",Germany,Rheinhessen,Weingut Gunderloch,3.8,34,9.7,2018
Grünschiefer Riesling 2018,Germany,Nahe,Prinz Salm,3.6,34,12.57,2018
Terroir Selection Chenin Blanc 2017,South Africa,Walker Bay,Springfontein,3.9,34,17.9,2017
Blanco Sensación 2018,Spain,Abona,Flor de Chasna,3.9,34,11.99,2018
Saleit Chardonnay 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.5,34,11.6,2018
Crocodile's Lair Kaaimansgat Chardonnay 2018,South Africa,Overberg,Bouchard Finlayson,4.0,34,17.5,2018
Steinbuckel Riesling GG 2016,Germany,Pfalz,Knipser,4.0,34,27.0,2016
Picpoul de Pinet 2019,France,Picpoul de Pinet,Gérard Bertrand,3.9,34,10.42,2019
Chardonnay 2017,South Africa,Stellenbosch,Drostdy-Hof,3.5,34,6.14,2017
Grüner Veltliner 2016,Austria,Wien,Hajszan Neumann,3.5,34,26.7,2016
Calaventana Alcamo 2017,Italy,Alcamo,Firriato,3.4,34,7.99,2017
Talò Verdeca 2019,Italy,Puglia,San Marzano,3.6,34,8.9,2019
Verdejo 2019,Spain,Rueda,Nava Real,3.4,34,7.95,2019
Himmelspfad Silvaner GG Retzstadter Langenberg 2017,Germany,Franken,Rudolf May,4.1,34,42.89,2017
Trebbiano d'Abruzzo 2017,Italy,Trebbiano d'Abruzzo,Villamedoro,3.3,34,7.3,2017
Nierstein Riesling Trocken 2016,Germany,Rheinhessen,Weingut Gunderloch,3.7,34,11.69,2016
Vitus Grauburgunder 2017,Germany,Baden,Heger,3.8,34,12.9,2017
Dalila Riserva 2018,Italy,Sicilia,Feudo Arancio,3.8,34,8.5,2018
Grüner Veltliner L & T (Leicht und Trocken) 2015,Austria,Niederösterreich,Weingut Bründlmayer,3.5,34,10.9,2015
Erdeluftgrasundreben WB 2017,Austria,Burgenland,Claus Preisinger,4.0,34,30.71,2017
Scharzhofberger P Riesling 2018,Germany,Wiltingen,Van Volxem,4.1,34,37.83,2018
Avesso 2017,Portugal,Vinho Verde,AB Valley,3.8,34,8.68,2017
Doss Chardonnay 2018,Italy,Südtirol - Alto Adige,Castelfeder,3.6,34,10.86,2018
Weisser Burgunder Trocken 2018,Germany,Rheinhessen,Wittmann,3.6,34,11.0,2018
Pouilly-Fuissé Pentacrine 2015,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,3.9,34,23.49,2015
Roero Pradalupo Arneis 2019,Italy,Roero,Fontanafredda,4.1,34,11.07,2019
Pouilly-Fuissé 'Les Chailloux' 2017,France,Pouilly-Fuissé,Auvigue,3.9,34,25.9,2017
Bronzelack Riesling Trocken 2019,Germany,Rheingau,Schloss Johannisberg,4.2,34,23.28,2019
Riesling Trocken 2019,Germany,Rheingau,Robert Weil,4.0,34,13.5,2019
Grauer Burgunder Trocken 2017,Germany,Rheinhessen,Wittmann,3.3,34,11.4,2017
1769 Clos Venturi Blanc 2018,France,Vin de Corse,Domaine Vico,3.7,34,15.9,2018
Faß 6 Senior Ayler Riesling 2019,Germany,Mosel,Peter Lauer,4.2,34,16.11,2019
Vignes Blanches Pouilly-Fuissé 2017,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,4.1,34,25.15,2017
Sauvignon Blanc 2019,New Zealand,Marlborough,Wild Rock,4.0,34,13.5,2019
Balbino Vermentino di Maremma Toscana 2019,Italy,Maremma Toscana,Terenzi,3.9,34,10.6,2019
Alte Reben Riesling Trocken 2019,Germany,Baden,Alexander Laible,4.3,34,13.41,2019
Grauer Burgunder Trocken 2018,Germany,Pfalz,Lergenmüller,3.9,34,9.73,2018
Riesling Auslese Paradies 2015,Germany,Nahe,Korrell,4.1,34,13.5,2015
Barrel Selection Viognier 2016,South Africa,Stellenbosch,Anura,4.2,34,14.95,2016
Montrachet Grand Cru Marquis de Laguiche 2017,France,Montrachet Grand Cru,Joseph Drouhin,4.9,34,681.37,2017
Weisser Burgunder II 2018,Germany,Pfalz,Von Winning,3.8,34,13.0,2018
Sauvignon Blanc Trocken 2019,Germany,Pfalz,Weingut Metzger,3.9,34,9.9,2019
Morstein Riesling 2016,Germany,Rheinhessen,K.Wechsler,3.7,34,27.69,2016
Graacher Himmelreich Riesling Kabinett 2017,Germany,Mosel,Schloss Lieser,4.1,34,18.52,2017
Baronne Charlotte Graves Blanc 2016,France,Graves,Baron Philippe de Rothschild,3.8,34,16.59,2016
Pošip Majstor 2016,Croatia,Dalmatian Coast,Stina,4.1,34,28.9,2016
Grau - und Weissburgunder Langenloiser Spiegel 2016,Austria,Niederösterreich,Weingut Bründlmayer,3.9,34,20.54,2016
Sauvignon Blanc 2019,South Africa,Stellenbosch,Zevenwacht,3.8,34,9.95,2019
Chardonnay 2019,Spain,Navarra,Pago de Cirsus,3.9,35,6.5,2019
Ürziger Würzgarten Riesling Auslese 2015,Germany,Mosel,Markus Molitor,4.5,35,99.95,2015
Oberbergener Bassgeige Chardonnay 2018,Germany,Baden,Franz Keller,3.8,35,13.06,2018
Fiano Di Avellino Pietracalda 2019,Italy,Fiano de Avellino,Feudi di San Gregorio,4.0,35,18.9,2019
Viognier 2015,France,Vin de Pays,Bomont de Cormeil,4.1,35,18.9,2015
Ingenuity White Blend 2017,South Africa,Coastal Region,Nederburg,3.9,35,23.33,2017
Otto Muri 2016,Italy,Toscana,Collazzi,3.7,35,12.14,2016
Liebfraumilch 2017,Germany,Pfalz,Vom Mann Mit Hut,3.5,35,8.49,2017
Calasole Vermentino 2019,Italy,Maremma Toscana,Rocca di Montemassi,4.0,35,8.9,2019
Gavi 2018,Italy,Gavi,Batasiolo,3.4,35,10.99,2018
Geheimrat J Riesling Spätlese Trocken 2016,Germany,Rheingau,Weingüter Wegeler,3.8,35,24.9,2016
Frauenweingarten Grüner Veltliner Federspiel 2014,Austria,Wachau,Tegernseerhof,3.6,35,11.89,2014
Vernaccia di San Gimignano 2019,Italy,Vernaccia di San Gimignano,Teruzzi & Puthod,3.4,35,8.68,2019
Wiener Gemischter 2019,Austria,Wiener Gemischter Satz,Mayer am Pfarrplatz,3.7,35,12.99,2019
Viognier 2016,France,Pays d'Oc,Baron Philippe de Rothschild,3.7,35,8.69,2016
Chassagne-Montrachet Premier Cru 2017,France,Chassagne-Montrachet Premier Cru,Louis Latour,4.0,35,59.99,2017
C. A.I. Riesling Kabinett 2018,Germany,Mosel,Immich-Batterieberg,3.6,35,10.82,2018
Dom Riesling Feinherb 2017,Germany,Mosel,Bischöfliche Weingüter Trier,3.9,35,7.69,2017
Lügle 2015,Germany,Baden,Ziereisen,4.1,35,18.53,2015
Silvaner Trocken 2019,Germany,Franken,Juliusspital,3.7,35,8.4,2019
Iglič Furmint 2016,Slovenia,Štajerska,Gross,4.2,35,32.87,2016
Roter Veltliner Scheiben 2017,Austria,Wagram,Leth,4.0,35,26.5,2017
Steirische Klassik Weissburgunder 2018,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.6,35,13.8,2018
Pecorino 2019,Italy,Terre di Chieti,Vanitá,3.9,35,6.25,2019
